Song,Avg Rank,Best Rank,Weeks on Chart
She's All I Wanna Be,57.4,44,20
She's Got A Way With Words,73.25,61,12
She's Kinda Hot,49.0,22,9
She's Mine Pt. 2,34.0,34,1
She's Mine; Pt. 1,55.5,22,2
She's Not There,87.0,87,1
She's So Mean,66.94117647058823,40,17
She's Somebody's Daughter (Reimagined),95.66666666666667,93,3
She's With Me,89.625,79,8
Shell Shocked,91.66666666666667,84,3
Shiest Talk,58.0,58,1
Shine On,99.0,99,1
Shinin' On Me,95.14285714285714,92,7
Shining,68.21428571428571,57,14
Ships In The Night,87.0,87,1
Shirt,38.52173913043478,11,23
Shivers,17.692307692307693,4,52
Shmunk,83.0,83,1
Shock Da World,96.0,96,1
Shoota,72.75,46,4
Shootout @ My Crib,53.0,53,1
Shot Clock,78.5,62,16
Shot For Me,100.0,100,1
Shotgun Rider,59.85,38,20
Shots,86.4,68,20
Shots Fired,82.0,82,1
Shotta Flow,60.25,36,20
Shotta Flow 5,79.0,54,3
Shotta Flow 6,86.0,86,1
Shottas (Lala),64.75,35,4
Should've Been Us,72.5,51,10
Should've Ducked,53.0,53,1
Should've Wore A Bonnet,67.25,40,4
Shout Out To My Ex,83.33333333333333,69,3
Show Me,31.612903225806452,13,31
Show Me How You Burlesque,70.0,70,1
Show Me Love,90.0,90,1
Show Of Hands,71.0,71,1
Show Out,86.44444444444444,54,9
Show Yourself,87.33333333333333,70,3
Shower,37.9,16,20
Shut Down,60.0,25,3
Shut It Down,67.18181818181819,42,11
Shut Up,47.0,47,1
Shut Up About Politics,91.0,91,1
Shut Up And Dance,32.83018867924528,4,53
Shut Up My Moms Calling,80.625,68,8
Shy Away,87.0,87,1
Si Antes Te Hubiera Conocido,41.45,32,20
Si No Es Contigo,82.75,72,4
Si No Quieres No,75.36842105263158,53,19
Si Veo A Tu Mama,67.8,32,5
Sick,89.0,86,3
Sick Boy,84.0,65,3
Sicko Mode,16.21153846153846,1,52
Side Effects,79.16666666666667,66,6
Side To Side,14.607142857142858,4,28
Sidewalks,65.0,27,4
Sign Of The Times,29.384615384615383,4,13
Signs,76.5,36,6
Sigue,89.0,89,1
Sigues Con El,87.66666666666667,78,3
Silence,47.0,30,22
Silent Hill,60.09090909090909,7,11
Silent Night,97.0,94,2
Silly Love Songs,45.0,45,1
Silly Watch,30.5,9,2
Simple,43.9,32,20
Simple Man,71.0,71,1
Sin Fin,100.0,100,1
Sin Pijama,89.33333333333333,70,12
Since Way Back,70.0,70,1
Sincerely,67.0,67,1
Sing,55.26315789473684,13,38
Sing!,87.0,87,1
Singing In The Rain / Umbrella,57.666666666666664,18,3
Single Again,82.66666666666667,64,3
Single Saturday Night,60.1,26,20
Single Soon,52.916666666666664,19,12
Single Than She Was,73.0,56,2
Singles You Up,72.57894736842105,50,19
Sippin' On Fire,62.55,40,20
Sir Baudelaire,59.0,59,1
Sirens,63.333333333333336,27,3
Sit Next To Me,65.6,42,20
Sit Still; Look Pretty,50.25,28,24
Sittin' On Top Of The World,87.66666666666667,80,3
Six Feet Apart,74.0,58,2
Six Feet Under,66.0,34,4
Six Thirty,63.0,63,1
Sixteen,67.26666666666667,42,15
Skate,53.666666666666664,14,9
SkeeYee,76.58333333333333,62,12
Skeletons,47.0,47,1
Skepta Interlude,76.0,76,1
Ski,59.22222222222222,18,18
Skin,78.66666666666667,48,3
Skin And Bones,70.0,70,1
Skinny,70.33333333333333,53,3
Skitzo,63.0,34,2
Sky Walker,52.32,29,25
SkyBox,72.0,65,2
Skyfall,54.65,8,20
Skyscraper,65.93333333333334,10,15
Slatty,99.0,99,1
Slave To The Rhythm,45.0,45,1
Slay3r,72.0,72,1
Sleazy Flow,57.25,47,20
Sleazy Remix 2.0 Get Sleazier,44.0,37,2
Sledgehammer,69.6,40,15
Sleep Without You,68.16666666666667,47,18
Sleeping On The Floor,68.0,68,1
Sleeping With A Friend,69.9375,51,16
Sleigh Ride,21.5,8,28
Slide,50.976190476190474,25,42
Slide Away,72.5,47,6
Slidin,60.0,32,2
Slim Pickins,69.2,27,5
Slime You Out,53.07142857142857,1,14
Slimed In,49.0,20,2
Slippery,51.19047619047619,29,21
Slow Dance In A Parking Lot,74.42105263157895,37,19
Slow Dancing,51.0,51,1
Slow Dancing In The Dark,86.76923076923077,69,13
Slow Down,50.1,27,20
Slow Down Summer,66.94117647058823,43,17
Slow Hands,27.93548387096774,11,31
Slow It Down,43.464285714285715,32,28
Slow Me Down,96.4,89,5
Slow Motion,45.26923076923077,26,26
Slumber Party,86.0,86,1
Slut Me Out,56.214285714285715,28,14
Slut! (Taylor's Version) [From The Vault],51.4,3,5
Small Talk,81.0,81,1
Small Town Boy,50.5,36,20
Small Town Throwdown,79.35,67,20
Smaller Acts,64.33333333333333,38,3
Smeraldo Garden Marching Band,88.0,88,1
Smile,57.193548387096776,8,31
Smile (Living My Best Life),68.63157894736842,56,19
Smile Back,55.0,55,1
Smoke,69.6,47,20
Smoke A Little Smoke,89.25,78,20
Smoke Break,66.47368421052632,43,19
Smoke One,97.0,97,1
Smoke Strong,61.0,61,1
Smokin Out The Window,29.45,5,20
Smoking & Thinking,77.0,60,2
Smoking On My Ex Pack,70.0,52,2
Smooth,93.14285714285714,89,7
Smooth Criminal,59.5,26,2
Smurk Carter,95.0,95,1
Snake Skin,87.0,87,1
Snap,85.53333333333333,67,15
Snap Backs & Tattoos,84.15384615384616,73,13
Snapback,64.55,50,20
Sneakin',59.92857142857143,28,14
Sneaky,66.33333333333333,33,3
Sneaky Links,98.0,98,1
Snitches & Rats,61.0,61,1
Snitches Ain't...,100.0,100,1
Snitchin,54.0,54,1
Snooze,19.97142857142857,2,70
Snow On Tha Bluff,56.5,54,2
Snow On The Beach,47.25,4,8
Snowchild,32.0,32,1
Snowflakes,71.0,71,1
So American,58.0,58,1
So Done,84.13333333333334,59,15
So Good,53.11764705882353,11,34
So High School,49.25,24,4
So In Love,97.0,97,1
So Long; London,44.0,5,7
So Many Girls,90.0,90,1
So Special,95.0,95,1
Soak City,70.6,53,15
Soak City (Do It),83.0,66,4
Sober,53.666666666666664,47,3
Sober Saturday Night,71.63636363636364,47,11
Social Distancing,65.0,65,1
Sofia,98.0,98,1
Solar Power,64.0,64,1
Soldier,74.0,74,1
Soldier Of Love,72.72727272727273,52,11
Solia,94.0,94,1
Solid,56.857142857142854,12,7
Solitaires,71.66666666666667,32,3
Solo,65.40625,32,32
Solo de Mi,93.0,93,1
Soltera,77.82352941176471,66,17
Some Girls,63.294117647058826,29,17
Some Kind Of Drug,98.66666666666667,97,3
Some Nights,30.839285714285715,3,56
Some Of It,65.84615384615384,43,13
Somebody,42.03125,10,32
Somebody Else Will,81.53846153846153,59,13
Somebody Like That,72.875,50,16
Somebody Save Me,54.0,27,3
Somebody That I Used To Know,23.419354838709676,1,62
Somebody To Love,59.80952380952381,15,21
Somebody's Heartbreak,63.4,54,20
Somebody's Problem,63.53846153846154,25,13
Somebody's Watching Me,46.0,42,2
Someday,75.6,59,15
Someday At Christmas,73.8,59,5
Someone Else,93.0,93,1
Someone Else Calling You Baby,76.2,56,20
Someone Like You,21.615384615384617,1,39
Someone You Loved,17.666666666666668,1,54
Somethin Tells Me,74.0,74,1
Somethin' 'Bout A Truck,51.3,29,20
Somethin' Bad,56.1,19,20
Something About The Sunshine,81.0,81,1
Something Big,88.0,80,3
Something In The Orange,30.09090909090909,10,66
Something In The Water,47.35,24,20
Something In The Way,46.0,46,1
Something In The Way You Move,68.2,43,10
Something Just Like This,18.564102564102566,3,39
Something New,94.5,92,4
Something Real,67.0,67,1
Something Special,78.57142857142857,41,7
Something To Do With My Hands,95.25,93,4
Sometimes,57.0,57,1
Somewhere,75.0,75,1
Somewhere Else,90.375,80,8
Somewhere In My Car,69.15,49,20
Somewhere On A Beach,56.9,35,20
Somewhere Only We Know,42.0,42,1
Somewhere Over The Rainbow,96.0,96,1
Somewhere With You,48.1,31,20
Son Of A Sinner,52.92857142857143,31,28
Song About A Girl,91.9,85,10
Song For Another Time,73.05555555555556,59,18
Songbird,68.0,68,1
Soon You'll Get Better,63.0,63,1
Sorry,25.333333333333332,1,63
Sorry For Party Rocking,73.0909090909091,49,11
Sorry Not Sorry,43.425925925925924,6,54
Soul,89.83333333333333,83,6
SoulFly,55.0,55,1
Sour Candy,57.5,33,2
South Of France,68.5,57,2
South Of The Border,65.91666666666667,49,12
South To West,70.0,70,1
Southbound,75.38461538461539,64,13
Southern Comfort Zone,70.15,54,20
Southern Girl,62.4,42,20
Southern Voice,68.11111111111111,51,9
Southside,79.0,79,1
Soy El Unico,63.2,20,5
Space Cadet,75.5,51,6
Space Oddity,42.0,42,1
Spaghettii,31.0,31,1
Sparks,93.0,93,1
Sparks Fly,58.65,17,20
Sparks Fly (Taylor's Version),58.5,22,2
Speak Now,46.333333333333336,8,3
Speak Now (Taylor's Version),33.0,33,1
Speak To A Girl,65.5,61,2
Special,70.25,37,16
Speechless,43.15,24,40
Speed Drive,77.6,73,5
Speed It Up,91.0,91,1
Spicy,74.5,53,2
Spin Again,51.0,51,1
Spin Bout U,52.0,5,29
Spin You Around (1/24),80.84210526315789,24,19
Spirit,98.0,98,1
Spit In My Face!,100.0,100,1
Splash Warning,77.0,77,1
Splashin,91.6,80,5
Split,79.0,79,1
Spoil My Night,60.0,15,5
Spotless,57.5,17,6
Spotlight,73.625,52,8
Springsteen,33.09090909090909,19,22
St. Chroma,20.25,7,4
Stain,80.0,80,1
Stand By Me,61.86666666666667,22,15
Stand By You,57.25,37,20
Stand On It,59.0,22,3
Standing Next To You,76.3157894736842,5,19
Standing Room Only,78.5,60,10
Star Of The Show,72.21052631578948,45,19
Star Walkin' (League Of Legends Worlds Anthem),59.44444444444444,32,18
StarStruck,77.0,77,1
Starboy,12.333333333333334,1,30
Stargazing,43.25714285714286,8,35
Stargirl Interlude,61.0,61,1
Staring At The Sky,68.0,68,1
Staring At The Sun,52.0,34,2
Starlight (Taylor's Version),90.0,90,1
Starry Eyes,79.0,79,1
Stars,77.0,39,3
Stars Like Confetti,88.5,81,6
Starships,13.64516129032258,5,31
Start Me Up / Livin' On A Prayer,31.0,31,1
Start This S**t Off Right,76.0,76,1
Start Up Again,94.0,94,1
Start Wit Me,74.3076923076923,56,13
Started From,55.0,55,1
Started From The Bottom,20.045454545454547,6,22
Startender,77.44444444444444,59,9
Starting Over,51.088235294117645,25,34
Starving,29.862068965517242,12,29
State Of Grace,13.0,13,1
State Of Grace (Taylor's Version),53.0,18,2
Static,87.71428571428571,78,7
Stay,19.75,1,152
Stay A Little Longer,67.95,46,20
Stay Alive,95.0,95,1
Stay Down,84.0,73,4
Stay High,49.0,34,2
Stay Schemin,69.0,58,2
Stay Stay Stay,91.0,91,1
Stay Stay Stay (Taylor's Version),67.0,67,1
Stay The Night,41.95652173913044,18,23
Stay With Me,24.6,2,55
Staying Alive,45.857142857142854,5,14
Steady Mobbin',74.5,48,20
Steal My Girl,51.833333333333336,13,18
Steal My Love,98.0,98,1
Stealth Mode,65.0,65,1
Stepdad,93.0,93,1
Steppin On N*ggas,74.0,74,1
Stepping Stone,42.0,42,1
Stereo Hearts,28.763157894736842,4,38
Stereo Love,37.642857142857146,16,28
Stick,71.0,71,1
Stick Season,31.568627450980394,9,51
Stick Talk,95.0,91,2
Stick That In Your Country Song,92.0,92,1
Sticky,33.294117647058826,6,17
Stickz N Stonez,53.0,53,1
Still,91.0,91,1
Still Chose You,100.0,100,1
Still D.R.E.,43.0,23,3
Still Goin Down,72.875,45,8
Still Got It,89.0,89,1
Still Got Time,80.66666666666667,66,3
Still Here,69.0,40,10
Still Hood,56.0,56,1
Still Into You,44.8,24,20
Still Runnin,79.66666666666667,43,3
Still Trappin',76.41666666666667,53,12
Stir Fry,30.8,8,20
Stitch By Stitch,56.5,17,2
Stitches,25.71153846153846,4,52
Stockholm Syndrome,99.0,99,1
Stolen Dance,57.84,39,25
Stone Rolling,66.0,66,1
Stoner,63.53333333333333,47,15
Stop Playin,81.0,81,1
Stop Snitching,98.0,98,1
Stop Trying To Be God,46.5,27,2
Stop! In The Name Of Love / Free Your Mind,38.0,38,1
Stories About My Brother,58.0,58,1
Storm Warning,87.0,78,12
Story Of My Life,19.1875,6,32
Straight Outta Compton,49.5,38,2
Straight To It,93.0,93,1
Straightenin,63.714285714285715,23,14
Stranded (Haiti Mon Amour),50.5,16,2
Strange Clouds,56.9,7,20
Stranger,75.0,75,1
Stranger Things,91.0,91,1
Strangers,62.77272727272727,42,22
Strangers By Nature,41.0,41,1
Strawberry Peels,60.0,60,1
Street Runner,52.1,16,10
Streets,40.75,16,20
Streets Made Me A King,95.0,95,1
Stressed,69.0,69,1
Stressed Out,29.423076923076923,2,52
Stretch You Out,68.0,68,1
Strike (Holster),84.75,71,4
Strip,55.25,37,20
Strip It Down,53.7,30,20
Strip Me,96.25,91,4
Strip That Down,25.892857142857142,10,28
Stripes Like Burberry,46.0,46,1
Strong,87.0,87,1
Stronger,53.0,53,1
Stronger (What Doesn't Kill You),21.83783783783784,1,37
Stubborn Love,82.26666666666667,70,15
Stuck In A Dream,81.0,62,4
Stuck Like Glue,29.333333333333332,17,24
Stuck On A Feeling,64.5,43,10
Stuck With U,52.166666666666664,1,18
Studio,53.95,38,20
Stunting Ain't Nuthin,95.0,95,1
Stupid Again,54.0,54,1
Stupid Boy,40.0,40,1
Stupid Hoe,73.6,59,5
Stupid Love,32.8,5,10
Stutter,84.0,84,1
Style,30.6875,6,32
Style (Taylor's Version),53.5,9,4
Subeme La Radio,93.11111111111111,81,9
Suburban Legends (Taylor's Version) [From The Vault],50.666666666666664,10,3
Sucker,16.93617021276596,1,47
Sucker For Pain,35.27272727272727,15,22
Sugar,29.92982456140351,2,57
Sugar Wraith,57.0,57,1
Suge,26.027027027027028,7,37
Suicidal,50.25,20,20
Suicide Doors,25.0,25,1
Suit & Tie,20.192307692307693,3,26
Sum 2 Prove,47.35,16,20
Summer,28.62962962962963,7,27
Summer Days,100.0,100,1
Summer Games,46.0,28,2
Summer Nights,88.0,88,1
Summer Of Love,83.75,48,8
Summer Renaissance,47.0,47,1
Summer Sixteen,41.285714285714285,6,14
Summer Too Hot,94.5,93,4
Summertime Magic,78.4,44,5
Summertime Sadness,23.608695652173914,6,23
Summertime's Close,52.666666666666664,23,3
Sun Daze,62.5,44,20
Sun Goes Down,78.5,66,2
Suncity,88.0,88,1
Sunday Best,41.38095238095238,19,21
Sunday Service,100.0,100,1
Sunflower (Spider-Man: Into The Spider-Verse),9.30188679245283,1,53
Sunny And 75,67.9,39,20
Sunrise,77.72727272727273,30,11
Sunrise; Sunburn; Sunset,61.75,35,16
Sunroof,24.65625,4,32
Sunshine & Whiskey,71.7,57,20
Sup Mate,70.0,70,1
Supalonely,52.45454545454545,39,22
Supastars,53.0,53,1
Super Bass,18.76923076923077,3,39
Super Freaky Girl,20.52,1,25
Super Gremlin,25.642857142857142,3,42
Super High,100.0,100,1
Super Shy,71.875,48,8
Super Trapper,91.0,91,1
Superhero (Heroes & Villains),33.333333333333336,8,24
Superheroes,80.77777777777777,73,9
Superman,26.0,26,1
Superman (Taylor's Version),74.0,74,1
Supermarket Flowers,75.0,75,1
Supernatural,45.666666666666664,17,3
Supplies,85.5,71,2
Supposed To Be Loved,52.0,52,1
Sure Be Cool If You Did,43.15,24,20
Sure Thing,35.42307692307692,11,52
Surf,76.0,61,2
Surface Pressure,32.421052631578945,8,19
Surfing A Tsunami,63.0,63,1
Surround Sound,59.0,40,20
Survival,60.5,16,16
Survivor / I Will Survive,51.0,51,1
Swalla,51.35,29,20
Swang,47.84615384615385,26,26
Sweat,48.0,48,1
Sweater Weather,51.5945945945946,14,37
Sweatshirt,90.0,90,1
Sweet * Honey * Buckiin',61.0,61,1
Sweet / I Thought You Wanted To Dance,60.0,60,1
Sweet Annie,68.41176470588235,47,17
Sweet But Psycho,27.142857142857142,10,35
Sweet Creature,93.0,93,1
Sweet Dreams,58.10526315789474,22,19
Sweet Little Lies,72.5,51,2
Sweet Little Somethin',85.0,71,2
Sweet Love,89.0,89,1
Sweet Nothing,37.46875,10,32
Sweetener,55.0,55,1
Sweeter Than Fiction,34.0,34,1
Sweetest Pie,37.333333333333336,15,21
Swervin,48.0,38,20
Swimming Pools (Drank),45.10344827586207,17,29
Swish Swish,72.5,46,10
Switch A N*gga Out,59.0,59,1
Switches & Dracs,77.5,69,2
Sympathy Is A Knife,60.5,36,2
T-Shirt,45.355555555555554,19,45
T.D,83.0,83,1
T.H.E (The Hardest Ever),70.25,36,8
TALK ABOUT IT,74.0,74,1
TATI,56.6,46,5
TGIF,37.31818181818182,22,22
THat Part,65.75,40,20
TIC TOC,68.66666666666667,53,3
TKN,66.0,66,1
TKO,55.470588235294116,36,17
TOES,66.61538461538461,28,13
TQG,45.9,7,20
TQM,63.705882352941174,34,17
TSU,53.2,9,5
TTYLXOX,97.5,97,2
TV,52.0,52,1
Taboo,97.0,97,1
Tailor Swif,84.0,84,1
Take A Back Road,48.43478260869565,23,23
Take A Little Ride,46.65,12,20
Take A Walk,90.18181818181819,84,22
Take Back Home Girl,77.33333333333333,55,12
Take Back The Night,47.38461538461539,29,13
Take Care,26.058823529411764,7,34
Take Her Home,85.2,71,5
Take It From Me,65.0,46,13
Take It Off,32.45,8,20
Take It On Back,86.875,82,8
Take It To The Head,71.55,58,20
Take Me Home,71.3076923076923,57,13
Take Me Home For Christmas,70.75,48,4
Take Me Or Leave Me,51.0,51,1
Take Me To Church,27.80952380952381,2,42
Take My Breath,41.95,6,20
Take My Name,51.5,22,20
Take One,81.0,81,1
Take Over Control,60.0,41,20
Take Two,48.0,48,1
Take What You Want,54.0,8,20
Take You Dancing,81.75,57,8
Take Your Mask Off,65.0,42,3
Take Your Time,37.90625,20,32
Takeaway,83.5,69,2
Taki Taki,26.96153846153846,11,26
Takin' Shots,64.33333333333333,29,3
Taking A Walk,72.66666666666667,46,3
Tales Of Dominica,86.0,86,1
Talibans II,99.0,99,1
Talk,25.54901960784314,3,51
Talk Dirty,18.151515151515152,3,33
Talk Talk,74.0,74,1
Talk That Talk,58.1,31,20
Talk To Me,75.9375,43,16
Talk Up,59.333333333333336,20,3
Talk You Out Of It,80.5,57,26
Talkin' 2 Myself,88.0,88,1
Talking,63.0,30,2
Talking Body,34.46666666666667,12,30
Talladega,64.3,43,20
Tampa,94.0,91,2
Tap,93.3,87,10
Tap In,51.8421052631579,20,19
Tapout,64.65,44,20
Tarot,68.3,18,20
Taste,19.11904761904762,2,42
Tattoo,67.0,67,1
Tattoos On This Town,52.75,38,20
Te Bote,47.095238095238095,36,21
Te Deseo Lo Mejor,74.0,74,1
Te Felicito,86.375,67,8
Te Mudaste,79.5,60,2
Te Robare,95.16666666666667,91,6
Teach Me How To Dougie,50.1,28,20
Team,39.5,6,46
Tear In My Heart,95.5,82,8
Teenage Daughters,100.0,100,1
Teenage Dream,22.05263157894737,1,38
Teenage Fever,65.5,35,4
Teflon Don,52.666666666666664,21,3
Telefono Nuevo,60.0,32,2
Telekinesis,57.0,26,11
Telepathy,70.0,70,1
Telepatia,41.04,25,25
Telephone,20.333333333333332,3,30
Tell Em,87.75,64,4
Tell Me Something Good,87.0,87,1
Tell Me U Luv Me,58.25,38,4
Tell Me You Love Me,74.0,53,19
Tell The Vision,69.5,49,2
Tell Ur Girlfriend,67.8,58,5
Tell Your Friends,67.66666666666667,54,3
Tempo,92.5,88,4
Temporary,56.0,56,1
Temporary Fix,96.0,96,1
Temporary Home,65.0,41,19
Temptation,76.0,76,1
Ten Feet Tall,100.0,100,1
Tennessee Fan,78.71428571428571,49,7
Tennessee Numbers,56.0,38,2
Tennessee Orange,58.535714285714285,30,28
Tennessee Rain,67.0,67,1
Tennessee Whiskey,63.166666666666664,20,6
Tennis Court,84.27777777777777,71,18
Tequila,42.76,21,50
Tequila Little Time,81.07142857142857,60,14
Tequila Shots,63.5,41,2
Test Drive,61.0,61,1
Testimony,74.0,74,1
Texas Hold 'Em,28.36842105263158,1,19
Texts Go Green,53.5,13,2
Thailand,95.0,95,1
Thang For You,93.5,91,2
Thank God,35.733333333333334,13,45
Thank U; Next,14.0,1,28
Thank You,100.0,100,1
Thankful,100.0,100,1
That Don't Sound Like You,84.54545454545455,64,11
That Fiya,93.0,93,1
That Should Be Me,92.0,92,1
That That,80.0,80,1
That Way,72.56666666666666,20,30
That's A Rack,83.0,76,5
That's All She Wrote,60.8,18,5
That's Facts,73.0,73,1
That's How Country Boys Roll,77.875,57,16
That's How You Feel,52.5,37,2
That's It,50.0,50,1
That's My Girl,80.33333333333333,73,3
That's My Kind Of Night,28.428571428571427,15,21
That's On Me,77.95238095238095,56,21
That's So True,18.8,6,5
That's What I Like,18.274509803921568,1,51
That's What Tequila Does,85.5,77,8
That's Why I Pray,89.1,82,10
Thats What I Want,26.08888888888889,8,45
The 1,53.5,4,6
The 30th,79.0,79,1
The A Team,44.72727272727273,16,33
The Adventures Of Moon Man & Slim Shady,22.0,22,1
The Adventures Of Rain Dance Maggie,71.58823529411765,38,17
The Albatross,61.0,30,3
The Alchemy,52.4,13,5
The Archer,62.0,38,3
The Astronaut,51.0,51,1
The Ballad Of Mona Lisa,89.0,89,1
The Best,75.0,75,1
The Big Bang,99.0,98,2
The Bigger Picture,50.0,3,20
The Black Dog,55.75,25,4
The Black Seminole.,80.0,80,1
The Blacker The Berry,66.0,66,1
The Blower's Daughter,40.0,40,1
The Body,91.33333333333333,87,6
The Bolter,61.0,47,2
The Bones,32.25,12,52
The Box,13.421052631578947,1,38
The Boxer,88.0,88,1
The Boy Is Mine,64.52380952380952,16,21
The Boys of Fall,49.72222222222222,18,18
The Breath You Take,77.55,63,20
The Business,78.64285714285714,69,14
The Catalyst,70.8,27,10
The Cave,69.25,27,20
The Champ,72.33333333333333,61,3
The Champion,57.666666666666664,47,3
The Christmas Song,72.5,55,2
The Christmas Song (Chestnuts Roasting On An Open Fire),58.0,58,1
The Christmas Song (Merry Christmas To You),24.342105263157894,9,38
The Code,66.0,66,1
The Color Violet,76.0,63,9
The Craving,83.0,83,1
The Creep,82.0,82,1
The Crow & The Butterfly,97.0,97,1
The Cure,56.0,39,14
The Cut Off,28.0,28,1
The Dance,92.0,92,1
The Days,78.0,78,1
The Devil Is A Lie,86.0,86,1
The Difference,84.0,84,1
The Diner,75.33333333333333,62,3
The Door,51.4,24,25
The Edge Of Glory,18.541666666666668,3,24
The Emptiness Machine,59.714285714285715,21,7
The End,82.0,82,1
The Family Madrigal,47.25,20,16
The Feeling,66.14285714285714,31,7
The Feels,83.0,83,1
The Fighter,57.578947368421055,25,38
The First Noel,78.0,78,1
The First Time Ever I Saw Your Face,70.0,70,1
The Fix,72.65,62,20
The Fox,44.94444444444444,6,18
The Games We Play,100.0,100,1
The Git Up,29.4,14,20
The Good Life,28.764705882352942,8,34
The Good Ones,46.69565217391305,19,23
The Great American Bar Scene,58.0,58,1
The Great War,70.0,26,4
The Greatest,34.51851851851852,18,27
The Greatest Show,91.75,88,4
The Grudge,54.5,16,4
The Hanging Tree,41.294117647058826,12,17
The Heart Of Dixie,86.61538461538461,58,13
The Heart Part 4,53.5,22,2
The Heart Part 5,46.0,15,2
The Heart Wants What It Wants,30.2,6,20
The Hillbillies,93.0,93,1
The Hills,14.354166666666666,1,48
The House That Built Me,46.9,28,20
The Jackie,78.0,78,1
The Joker And The Queen,53.333333333333336,21,3
The Kind Of Love We Make,23.6875,8,32
The Language,74.1,51,20
The Largest,99.0,99,1
The Last Backyard...,81.0,81,1
The Last Great American Dynasty,39.5,13,2
The Last Time (Taylor's Version),66.0,66,1
The Lazy Song,26.11111111111111,4,27
The Light,86.0,86,1
The Light Is Coming,92.0,89,2
The London,29.55,12,20
The Long Way,77.0,65,12
The Lucky One (Taylor's Version),84.0,84,1
The Man,38.392857142857146,8,28
The Man He Sees In Me,64.33333333333333,39,3
The Man I Want To Be,69.6,48,20
The Man Who Can't Be Moved,91.85714285714286,86,7
The Man Who Loves You The Most,96.0,96,1
The Manuscript,75.0,51,2
The Matrimony,78.0,70,19
The Middle,18.475,5,40
The Moment I Knew,64.0,64,1
The Moment I Knew (Taylor's Version),83.0,83,1
The Monster,16.0,1,29
The Motion,61.0,61,1
The Motto,37.05882352941177,14,51
The Next Episode,37.0,37,1
The Night Is Still Young,58.88235294117647,31,17
The Night We Met,90.0,84,4
The Old Rugged Cross,59.0,59,1
The One,84.5,78,2
The One That Got Away,42.38636363636363,3,44
The Ones That Didn't Make It Back Home,69.625,46,16
The Only Exception,47.0,24,21
The Only Way I Know,64.25,40,20
The Other Girl,95.0,95,1
The Other Guy,69.0,69,1
The Other Side,44.535714285714285,18,28
The Outsiders,77.57142857142857,51,7
The Painter,59.82608695652174,25,23
The Phoenix,80.0,80,1
The Plan,85.0,74,2
The Prayer,85.0,85,1
The Prophecy,64.5,32,4
The Race,61.2,44,20
The Remedy For A Broken Heart (Why Am I So In Love),75.0,55,5
The Remorse,35.0,35,1
The Rest Of Our Life,98.0,98,1
The Ringer,50.25,8,4
The Scientist,91.0,91,1
The Scotts,31.46153846153846,1,13
The Search,78.0,70,2
The Secret Recipe,92.0,92,1
The Shape I'm In,94.5,91,2
The Shoe Fits,52.0,52,1
The Show Goes On,31.575757575757574,9,33
The Smallest Man Who Ever Lived,49.833333333333336,14,6
The Sound Of Silence,64.5,42,20
The Story,69.0,69,1
The Story Of O.J.,63.333333333333336,23,3
The Story Of Us,74.75,41,12
The Story Of Us (Taylor's Version),42.0,42,1
The Take,66.0,66,1
The Thin Grey Line,71.0,71,1
The Time (Dirty Bit),23.7,4,20
The Tortured Poets Department,45.666666666666664,4,6
The Trouble With Girls,80.33333333333333,55,18
The Truth,52.30769230769231,40,13
The Very First Night (Taylor's Version) (From The Vault),61.0,61,1
The Voice,62.0,62,1
The Walker,80.08333333333333,67,12
The Way,20.423076923076923,9,26
The Way Back,57.0,57,1
The Way I Am,76.28571428571429,61,7
The Way I Loved You (Taylor's Version),94.0,94,1
The Way Life Goes,43.72727272727273,24,22
The Way Things Going,60.0,60,1
The Ways,73.66666666666667,63,3
The Weekend,63.54545454545455,29,44
The Wind,76.81818181818181,70,11
The Woo,33.05,11,20
The Worst,58.75,43,20
There For You,94.0,94,1
There Goes My Baby,53.4,25,25
There He Go,89.0,89,1
There I Go,94.0,94,1
There Was This Girl,77.75,70,8
There's Nothing Holdin' Me Back,22.38235294117647,6,34
Therefore I Am,22.88888888888889,2,27
These Heaux,87.33333333333333,77,3
These Walls,94.0,94,1
They Don't Know,84.52631578947368,67,19
They Don't Love It,54.0,54,1
Thick,98.0,98,1
Thick Of It,81.0,64,4
Thief In The Night,74.0,74,1
Things A Man Oughta Know,58.65,32,20
Think A Little Less,71.5,54,16
Think I'm In Love With You,73.65384615384616,49,26
Think Like A Man,94.5,90,2
Think Of You,64.6,40,20
Think U The Shit (Fart),63.5,37,6
Thinkin Bout You,53.035714285714285,32,28
Thinkin' Bout Me,20.89090909090909,7,55
Thinking 'Bout You,57.15384615384615,30,26
Thinking About You,91.0,86,6
Thinking Out Loud,24.74137931034483,2,58
Thinking With My Dick,58.2,37,5
Thique,53.0,53,1
This,69.7,51,20
This Afternoon,56.3,34,20
This Ain't No Love Song,94.16666666666667,88,6
This Ain't Nothin',89.15384615384616,83,13
This Bar,92.0,92,1
This Christmas,40.4,34,5
This Could Be Us,67.05,49,20
This Feeling,70.35,50,20
This Girl,52.357142857142854,26,14
This Is America,38.64705882352941,1,17
This Is Country Music,70.53333333333333,58,15
This Is Gospel,87.0,87,1
This Is Halloween,39.5,38,2
This Is How We Do,54.94444444444444,24,18
This Is How We Roll,35.82142857142857,15,28
This Is It,67.2,42,20
This Is Me,76.57142857142857,58,14
This Is Me Trying,39.0,39,1
